panel,dataset,condition,metric,value,x,y,stamp
gravity,IH,Native,R@1,69.062500000,,,
gravity,IH,Native,R@5,86.875000000,,,
gravity,IH,+G,R@1,69.375000000,,,
gravity,IH,+G,R@5,86.875000000,,,
gravity,CH,Native,R@1,51.351351351,,,
gravity,CH,Native,R@5,70.270270270,,,
gravity,CH,+G,R@1,64.189189189,,,
gravity,CH,+G,R@5,87.162162162,,,
split,IH,Fixed 2.5 m,R@1,68.437500000,,,
split,IH,Fixed 2.5 m,R@5,87.187500000,,,
split,IH,Adaptive,R@1,69.375000000,,,
split,IH,Adaptive,R@5,86.875000000,,,
split,CH,Fixed 2.5 m,R@1,64.189189189,,,
split,CH,Fixed 2.5 m,R@5,86.486486486,,,
split,CH,Adaptive,R@1,64.189189189,,,
split,CH,Adaptive,R@5,87.162162162,,,
split,H1→H2,Fixed 2.5 m,R@1,48.275862069,,,
split,H1→H2,Fixed 2.5 m,R@5,68.965517241,,,
split,H1→H2,Adaptive,R@1,48.275862069,,,
split,H1→H2,Adaptive,R@5,70.689655172,,,
split,H1→V1,Fixed 2.5 m,R@1,54.385964912,,,
split,H1→V1,Fixed 2.5 m,R@5,80.701754386,,,
split,H1→V1,Adaptive,R@1,54.385964912,,,
split,H1→V1,Adaptive,R@5,82.456140351,,,
trajectory,,map,,,26.376840997,5.639236735,1764589838.027695179
trajectory,,map,,,26.448372757,5.684766328,1764589838.128972054
trajectory,,map,,,26.607715993,5.724087041,1764589838.331532001
trajectory,,map,,,26.771341261,5.696242005,1764589838.534091949
trajectory,,map,,,27.048102503,5.429107053,1764589838.943697691
trajectory,,map,,,27.174502123,5.220751845,1764589839.146272182
trajectory,,map,,,27.217826860,5.113438869,1764589839.247552156
trajectory,,map,,,27.239206721,5.015861746,1764589839.348832369
trajectory,,map,,,27.243234596,4.924049845,1764589839.450112343
trajectory,,map,,,27.235439555,4.830141855,1764589839.551392317
trajectory,,map,,,27.224602552,4.606754414,1764589839.753952265
trajectory,,map,,,27.198320858,4.401276083,1764589839.960977554
trajectory,,map,,,27.176472078,4.230353370,1764589840.163551807
trajectory,,map,,,27.166927633,4.073773792,1764589840.366111755
trajectory,,map,,,27.133471016,3.815928046,1764589840.669951677
trajectory,,map,,,27.080581719,3.216431348,1764589841.180812359
trajectory,,map,,,27.185553449,2.641477799,1764589841.788492203
trajectory,,map,,,27.249694442,2.094329895,1764589842.299392462
trajectory,,map,,,27.394069955,1.586939183,1764589842.805792570
trajectory,,map,,,27.600988418,1.129656572,1764589843.113653183
trajectory,,map,,,27.716803750,0.851672474,1764589843.316213131
trajectory,,map,,,27.849889423,0.593266481,1764589843.518773317
trajectory,,map,,,28.008232533,0.353479959,1764589843.721333265
trajectory,,map,,,28.172424248,0.161668908,1764589843.927881718
trajectory,,map,,,28.586993717,-0.237550152,1764589844.434294462
trajectory,,map,,,28.780721301,-0.393143024,1764589844.636854410
trajectory,,map,,,29.019065009,-0.530236873,1764589844.839414597
trajectory,,map,,,29.270597776,-0.618018736,1764589845.045965672
trajectory,,map,,,29.501741498,-0.663819877,1764589845.248535633
trajectory,,map,,,29.732830368,-0.662148623,1764589845.451095581
trajectory,,map,,,29.945210526,-0.628964605,1764589845.653655529
trajectory,,map,,,30.046663021,-0.598107810,1764589845.754935503
trajectory,,map,,,30.158777482,-0.571128153,1764589845.856215477
trajectory,,map,,,30.257465403,-0.542730927,1764589845.961489916
trajectory,,map,,,30.343910577,-0.497525057,1764589846.062769890
trajectory,,map,,,30.464117097,-0.367384884,1764589846.265336514
trajectory,,map,,,30.556414629,-0.220852543,1764589846.467896461
trajectory,,map,,,30.679529760,-0.052012347,1764589846.771736622
trajectory,,map,,,30.747743107,0.052474457,1764589846.978774548
trajectory,,map,,,30.819537385,0.129310734,1764589847.181337595
trajectory,,map,,,31.025844932,0.274613685,1764589848.705018997
trajectory,,map,,,31.161398342,0.306614934,1764589848.912062407
trajectory,,map,,,31.240796197,0.300300421,1764589849.114619493
trajectory,,map,,,31.289290876,0.291460761,1764589849.317179441
trajectory,,map,,,31.333355490,0.301099098,1764589849.621019363
trajectory,,map,,,31.187956486,0.354826710,1764589867.625855207
trajectory,,map,,,31.364433151,0.482723970,1764589868.541376114
trajectory,,map,,,31.284747005,0.799236114,1764589869.052246809
trajectory,,map,,,31.233210110,0.909182246,1764589869.153537273
trajectory,,map,,,31.111686326,1.130146630,1764589869.356097221
trajectory,,map,,,31.050488203,1.248672228,1764589869.457377195
trajectory,,map,,,30.983663815,1.369668208,1764589869.558657169
trajectory,,map,,,30.906232026,1.486295862,1764589869.659937382
trajectory,,map,,,30.816911876,1.599542340,1764589869.761217356
trajectory,,map,,,30.722157375,1.685372712,1764589869.862497330
trajectory,,map,,,30.624900818,1.760476616,1764589869.967831135
trajectory,,map,,,30.449186714,1.874083720,1764589870.170398235
trajectory,,map,,,30.241442643,2.036938250,1764589870.474238157
trajectory,,map,,,30.119008089,2.260875582,1764589870.778078318
trajectory,,map,,,30.050003663,2.453152444,1764589870.985055208
trajectory,,map,,,29.773934458,2.933782559,1764589871.491458893
trajectory,,map,,,29.447535689,3.348281243,1764589871.901057482
trajectory,,map,,,29.193873517,3.742372700,1764589872.204899549
trajectory,,map,,,29.109944910,3.999259964,1764589872.407459497
trajectory,,map,,,29.087550695,4.112803194,1764589872.508739471
trajectory,,map,,,29.068655179,4.218334853,1764589872.610019684
trajectory,,map,,,29.057989665,4.311853897,1764589872.711299658
trajectory,,map,,,29.043730229,4.395013045,1764589872.812579632
trajectory,,map,,,29.037405472,4.476853986,1764589872.918340445
trajectory,,map,,,29.032033098,4.650475422,1764589873.120900393
trajectory,,map,,,29.052240569,4.860146962,1764589873.323460340
trajectory,,map,,,29.065316576,5.274978852,1764589873.728580236
trajectory,,map,,,29.055787429,5.472326773,1764589873.935623646
trajectory,,map,,,29.148563766,5.909880807,1764589874.340741158
trajectory,,map,,,29.304230592,6.268256464,1764589874.644581079
trajectory,,map,,,29.398952139,6.592599790,1764589874.952907085
trajectory,,map,,,29.480915496,6.804399582,1764589875.155462503
trajectory,,map,,,29.761081627,7.261407360,1764589875.560582399
trajectory,,map,,,30.086832068,7.761237253,1764589875.969731569
trajectory,,map,,,30.393651250,8.189062277,1764589876.374863625
trajectory,,map,,,30.822605284,8.562956900,1764589876.779983521
trajectory,,map,,,31.200883717,8.940016901,1764589877.189104557
trajectory,,map,,,31.398696096,9.119825472,1764589877.391664743
trajectory,,map,,,31.742995117,9.390057590,1764589877.695504665
trajectory,,map,,,32.134864919,9.640401767,1764589878.003341198
trajectory,,map,,,32.561928927,9.915155533,1764589878.408465385
trajectory,,map,,,33.049575683,10.145088989,1764589878.813585520
trajectory,,map,,,33.585714479,10.334975835,1764589879.223186731
trajectory,,map,,,34.104274331,10.447812933,1764589879.628306627
trajectory,,map,,,34.681750566,10.590225671,1764589880.037908316
trajectory,,map,,,35.238588618,10.692354187,1764589880.443027020
trajectory,,map,,,35.770108981,10.798846582,1764589880.848146915
trajectory,,map,,,36.213419666,10.906863125,1764589881.156466484
trajectory,,map,,,36.708273910,11.061086739,1764589881.561586380
trajectory,,map,,,37.250772576,11.133336802,1764589882.072466135
trajectory,,map,,,37.573234579,11.107849924,1764589882.988466263
trajectory,,map,,,37.551146847,11.103496703,1764589883.089747190
trajectory,,map,,,37.479380194,11.068640151,1764589883.292307138
trajectory,,map,,,37.258151631,10.991646099,1764589883.798707247
trajectory,,map,,,37.083805843,10.866134995,1764589884.512148142
trajectory,,map,,,37.019226630,10.819869668,1764589884.714708328
trajectory,,map,,,36.906173889,10.762911847,1764589885.023033619
trajectory,,map,,,36.441308701,10.685625435,1764589885.630709171
trajectory,,map,,,36.178359954,10.704304199,1764589885.938578367
trajectory,,map,,,35.998185433,10.757781062,1764589886.141150475
trajectory,,map,,,35.833019616,10.817432871,1764589886.343710423
trajectory,,map,,,35.322115193,10.938125065,1764589886.955382347
trajectory,,map,,,34.929493053,10.937902935,1764589887.360511541
trajectory,,map,,,34.718904157,10.896699759,1764589887.563071489
trajectory,,map,,,34.342116275,10.635168450,1764589888.073465586
trajectory,,map,,,33.987565359,10.236425583,1764589888.681152344
trajectory,,map,,,33.784173554,9.766615630,1764589889.293313026
trajectory,,map,,,33.589350136,9.292343608,1764589890.006750822
trajectory,,map,,,33.543271455,9.005176460,1764589890.411873341
trajectory,,map,,,33.810359929,8.687634805,1764589891.125314236
trajectory,,map,,,33.940794449,8.575199876,1764589891.631714344
trajectory,,map,,,34.104721125,8.467007720,1764589892.142595053
trajectory,,map,,,34.151369364,8.391440243,1764589893.058598995
trajectory,,map,,,33.917857743,8.675632318,1764589917.774389744
trajectory,,map,,,33.927819693,8.814294981,1764589917.981325388
trajectory,,map,,,33.956514028,8.981031030,1764589918.183898211
trajectory,,map,,,33.959876181,9.140295832,1764589918.386458158
trajectory,,map,,,33.944357482,9.310671241,1764589918.589018106
trajectory,,map,,,33.923715282,9.462857652,1764589918.791578054
trajectory,,map,,,33.912487983,9.588533720,1764589918.998102427
trajectory,,map,,,33.918807563,9.703418524,1764589919.200659513
trajectory,,map,,,33.951531564,9.839114508,1764589919.403219461
trajectory,,map,,,34.168829054,10.307114724,1764589919.913631916
trajectory,,map,,,34.424113606,10.818303223,1764589920.420034885
trajectory,,map,,,34.705939263,11.231095006,1764589920.825154781
trajectory,,map,,,35.040710092,11.629465930,1764589921.234333038
trajectory,,map,,,35.356692305,11.998310586,1764589921.639452934
trajectory,,map,,,35.533879297,12.156066461,1764589921.842012882
trajectory,,map,,,35.916720741,12.538345548,1764589922.251679659
trajectory,,map,,,36.286653989,12.843516089,1764589922.656799793
trajectory,,map,,,36.776385812,13.214040344,1764589923.167643070
trajectory,,map,,,36.986732985,13.378490400,1764589923.370203018
trajectory,,map,,,37.372500571,13.617156266,1764589923.775323153
trajectory,,map,,,37.669994470,13.734566786,1764589924.083646297
trajectory,,map,,,38.135596288,13.953649426,1764589924.488770008
trajectory,,map,,,38.677415887,14.230360063,1764589924.999673367
trajectory,,map,,,39.124743569,14.448168838,1764589925.404792309
trajectory,,map,,,39.574419859,14.734036154,1764589925.809912205
trajectory,,map,,,40.089014348,15.010264092,1764589926.320814133
trajectory,,map,,,40.600172541,15.347381183,1764589926.827214003
trajectory,,map,,,41.061060505,15.643000114,1764589927.338096142
trajectory,,map,,,41.243060609,15.737126134,1764589927.540656090
trajectory,,map,,,41.652041458,15.999404879,1764589927.950258493
trajectory,,map,,,42.085750209,16.285980662,1764589928.456659555
trajectory,,map,,,42.559536563,16.537216785,1764589928.967090845
trajectory,,map,,,43.000495159,16.821398377,1764589929.473501921
trajectory,,map,,,43.490268124,17.152238282,1764589930.085184097
trajectory,,map,,,43.987400101,17.456611758,1764589930.692863941
trajectory,,map,,,44.447835124,17.749426050,1764589931.304544926
trajectory,,map,,,44.828952857,17.929447905,1764589931.709665060
trajectory,,map,,,45.292553423,18.239098633,1764589932.321366310
trajectory,,map,,,45.808669437,18.513816538,1764589932.933516264
trajectory,,map,,,46.032298436,18.600079787,1764589933.237367630
trajectory,,map,,,46.260906969,18.665823193,1764589933.541207552
trajectory,,map,,,46.795872050,18.736912873,1764589934.153369427
trajectory,,map,,,47.318108774,18.839369352,1764589934.968088627
trajectory,,map,,,47.636663848,18.726128529,1764589935.474489927
trajectory,,map,,,47.668756138,18.655050767,1764589935.677049875
trajectory,,map,,,47.664133989,18.620365429,1764589935.778329849
trajectory,,map,,,47.649496122,18.588523618,1764589935.879609823
trajectory,,map,,,47.622579665,18.590200966,1764589935.985371351
trajectory,,map,,,47.596327421,18.609155295,1764589936.086651087
trajectory,,map,,,47.565744616,18.651086732,1764589936.187931061
trajectory,,map,,,47.527259103,18.705575834,1764589936.289211035
trajectory,,map,,,47.483384459,18.765905292,1764589936.390491247
trajectory,,map,,,47.437847510,18.832997662,1764589936.491771221
trajectory,,map,,,47.392581794,18.905177525,1764589936.593051195
trajectory,,map,,,47.346720973,18.975551703,1764589936.694331169
trajectory,,map,,,47.302811340,19.043781115,1764589936.795611143
trajectory,,map,,,47.250777759,19.102386706,1764589936.901376009
trajectory,,map,,,47.144011854,19.196412352,1764589937.103932381
trajectory,,map,,,47.057095006,19.268860499,1764589937.306492329
trajectory,,map,,,46.991386497,19.297452204,1764589937.509052515
trajectory,,map,,,46.924723317,19.280327918,1764589937.711612463
trajectory,,map,,,46.417755834,19.321149839,1764589938.830192566
trajectory,,map,,,46.124823724,19.259220977,1764589939.441891909
trajectory,,map,,,46.006953839,19.282611435,1764589939.952276707
trajectory,,map,,,45.792432355,19.396775760,1764589940.357391834
trajectory,,map,,,45.672905179,19.388082448,1764589940.559951782
trajectory,,map,,,45.534695675,19.278987778,1764589940.863791943
trajectory,,map,,,45.425973584,19.129928556,1764589941.171707153
trajectory,,map,,,45.288697944,18.908083568,1764589941.678107023
trajectory,,map,,,45.097232951,18.720313642,1764589942.087147236
trajectory,,map,,,44.997433555,18.222154518,1764589943.205708504
trajectory,,map,,,44.910337389,17.749521556,1764589944.121710777
trajectory,,map,,,44.957424796,17.702603283,1764589944.628110886
trajectory,,map,,,45.022778214,17.754314231,1764589944.936431646
trajectory,,map,,,45.071460030,17.806760074,1764589945.138991833
trajectory,,map,,,45.110021448,17.856202038,1764589945.341551781
trajectory,,map,,,44.865759635,17.743392519,1764589946.156273127
trajectory,,map,,,44.849270072,17.643446846,1764589946.358833075
trajectory,,map,,,45.125690289,17.218826423,1764589947.072280169
trajectory,,map,,,45.319237579,16.780548019,1764589947.988285542
trajectory,,map,,,45.528051832,16.576030382,1764589948.697254658
trajectory,,map,,,45.514700674,16.882785337,1764589967.819271564
trajectory,,map,,,45.536378457,17.145006559,1764589968.127592802
trajectory,,map,,,45.563951711,17.387133206,1764589968.330152750
trajectory,,map,,,45.625220573,17.651939230,1764589968.532712698
trajectory,,map,,,45.704087854,17.887283887,1764589968.735272646
trajectory,,map,,,45.751820237,17.991813851,1764589968.836552620
trajectory,,map,,,45.794080523,18.092234892,1764589968.942314148
trajectory,,map,,,45.868963593,18.225802895,1764589969.144874096
trajectory,,map,,,45.951362114,18.337633557,1764589969.347434044
trajectory,,map,,,46.076826295,18.517962550,1764589969.651273966
trajectory,,map,,,46.383143702,18.921199388,1764589970.162154913
trajectory,,map,,,46.563501017,19.140948815,1764589970.465995073
trajectory,,map,,,47.002480825,19.514989397,1764589970.976882219
trajectory,,map,,,47.491544453,19.876505562,1764589971.483295441
trajectory,,map,,,48.004633626,20.193026197,1764589971.993703365
trajectory,,map,,,48.313232090,20.426700255,1764589972.297556400
trajectory,,map,,,48.702306054,20.816307798,1764589972.803956509
trajectory,,map,,,49.123994582,21.204451517,1764589973.314356804
trajectory,,map,,,49.578845279,21.539775697,1764589973.820756674
trajectory,,map,,,50.039196278,21.849559127,1764589974.331637859
trajectory,,map,,,50.410775842,22.218141698,1764589974.838037729
trajectory,,map,,,50.696134176,22.728860640,1764589975.450198174
trajectory,,map,,,51.019759747,23.159641875,1764589976.062353849
trajectory,,map,,,51.170588685,23.417172035,1764589976.366199017
trajectory,,map,,,51.571185303,23.852261917,1764589976.978357553
trajectory,,map,,,51.951742475,24.081406390,1764589977.484760046
trajectory,,map,,,52.184879819,24.197051677,1764589977.788599968
trajectory,,map,,,52.714648161,24.355534567,1764589978.400760889
trajectory,,map,,,53.188615497,24.617425604,1764589979.114202023
trajectory,,map,,,53.272472087,24.721909280,1764589979.316762209
trajectory,,map,,,53.408768397,24.838908176,1764589979.620602131
trajectory,,map,,,53.501506970,25.259656448,1764589980.131483078
trajectory,,map,,,53.455960742,25.440424626,1764589980.334043026
trajectory,,map,,,53.415504552,25.563800846,1764589980.536603212
trajectory,,map,,,53.398402826,25.592908086,1764589980.637883186
trajectory,,map,,,53.382807928,25.601279443,1764589980.739163160
trajectory,,map,,,53.382001115,25.587804571,1764589980.840443134
trajectory,,map,,,53.406351660,25.519244367,1764589981.047491789
trajectory,,map,,,53.511666519,25.384607921,1764589981.351344347
trajectory,,map,,,53.677044171,25.029035392,1764589982.064316273
trajectory,,map,,,53.690964985,24.786225834,1764589983.790084124
trajectory,,map,,,53.684502162,24.877514634,1764589984.300483942
trajectory,,map,,,53.714652723,24.767103040,1764589985.216003656
trajectory,,map,,,53.808523160,24.610767104,1764589985.823683500
trajectory,,map,,,53.759294632,24.616723928,1764590005.053857803
trajectory,,map,,,53.842633864,24.750086768,1764590005.458982706
trajectory,,map,,,53.797678941,24.962251613,1764590005.969861984
trajectory,,map,,,53.413473558,25.172196364,1764590006.780103445
trajectory,,map,,,52.814588524,25.033716757,1764590007.392744541
trajectory,,map,,,52.549051245,24.934379239,1764590007.595304489
trajectory,,map,,,52.082235641,24.730744830,1764590008.005388737
trajectory,,map,,,51.622462084,24.439738116,1764590008.410506010
trajectory,,map,,,51.275251798,24.127859972,1764590008.714345932
trajectory,,map,,,50.951839185,23.713900427,1764590009.124447346
trajectory,,map,,,50.600502803,23.300866123,1764590009.529567242
trajectory,,map,,,50.225599070,22.850928237,1764590009.939638853
trajectory,,map,,,49.979517782,22.582822014,1764590010.243488073
trajectory,,map,,,49.519712275,22.278772923,1764590010.648607969
trajectory,,map,,,49.025814292,21.978794016,1764590011.058603048
trajectory,,map,,,48.696886437,21.792886816,1764590011.362449884
trajectory,,map,,,48.161649876,21.494230273,1764590011.767570019
trajectory,,map,,,47.879240959,21.326528290,1764590011.975088596
trajectory,,map,,,47.546123150,21.126161084,1764590012.278930664
trajectory,,map,,,47.068515096,20.877928002,1764590012.684050798
trajectory,,map,,,46.636868500,20.620588303,1764590012.992852211
trajectory,,map,,,46.197682486,20.310745801,1764590013.397971392
trajectory,,map,,,45.722555687,20.018869189,1764590013.803091526
trajectory,,map,,,45.245753393,19.681552414,1764590014.212712765
trajectory,,map,,,44.832241047,19.370998210,1764590014.617832661
trajectory,,map,,,44.324231511,19.007856478,1764590015.027440071
trajectory,,map,,,43.865065678,18.633739379,1764590015.432574034
trajectory,,map,,,43.420152183,18.310275388,1764590015.837693930
trajectory,,map,,,42.908283269,17.925844869,1764590016.247295380
trajectory,,map,,,42.501741130,17.599095516,1764590016.652415514
trajectory,,map,,,42.138374754,17.395229195,1764590016.960731745
trajectory,,map,,,41.595321957,17.055948346,1764590017.365856409
trajectory,,map,,,41.112382244,16.760695713,1764590017.770976543
trajectory,,map,,,40.569201836,16.448411173,1764590018.181056976
trajectory,,map,,,40.096140219,16.071196216,1764590018.586177111
trajectory,,map,,,39.632022685,15.748116109,1764590018.996257782
trajectory,,map,,,39.105743353,15.388920668,1764590019.401378155
trajectory,,map,,,38.664225451,15.036569598,1764590019.806498051
trajectory,,map,,,38.126768512,14.704486846,1764590020.216579437
trajectory,,map,,,37.608387583,14.331440428,1764590020.621699333
trajectory,,map,,,37.113211085,13.991159019,1764590021.031786442
trajectory,,map,,,36.574873684,13.618472205,1764590021.436920643
trajectory,,map,,,36.348073613,13.422110529,1764590021.639480591
trajectory,,map,,,35.878478134,13.112466829,1764590022.049550772
trajectory,,map,,,35.330577365,12.739569549,1764590022.454681396
trajectory,,map,,,34.803415937,12.420854131,1764590022.859801292
trajectory,,map,,,34.258806004,12.124024273,1764590023.269882679
trajectory,,map,,,33.767529518,11.742033840,1764590023.675002575
trajectory,,map,,,33.317317899,11.413774913,1764590024.085078239
trajectory,,map,,,32.794903071,11.005583516,1764590024.490203619
trajectory,,map,,,32.356926594,10.614753231,1764590024.895323753
trajectory,,map,,,31.901844887,10.241574139,1764590025.304945230
trajectory,,map,,,31.537179540,9.915331217,1764590025.608785152
trajectory,,map,,,31.114214872,9.516303797,1764590026.018388748
trajectory,,map,,,30.648460645,9.138864445,1764590026.423506975
trajectory,,map,,,30.169814695,8.703484939,1764590026.828626871
trajectory,,map,,,29.746709026,8.326474579,1764590027.238249302
trajectory,,map,,,29.295540223,7.861045640,1764590027.643369198
trajectory,,map,,,28.921641444,7.408960695,1764590028.053445339
trajectory,,map,,,28.565614386,6.957794816,1764590028.458570957
trajectory,,map,,,28.166148883,6.450318089,1764590028.863691092
